customer_id,age,gender,region,marital_status,education_level,employment_type,annual_income_lakh,credit_score,years_employed,existing_loans,debt_to_income_ratio,loan_amount_lakh,interest_rate_percent,missed_payments,savings_balance_lakh,loan_purpose,loan_approved
CUST000024,28,Male,West,Married,Bachelor,Salaried,18.05,723,29,0,36.73,3.75,17.56,2,7.79,Car,1
CUST000025,24,Male,East,Single,Bachelor,Student,12.21,669,16,3,56.73,14.01,21.47,2,12.44,Personal,0
CUST000026,53,Female,West,Married,PhD,Business,10.91,641,31,0,22.43,16.71,20.98,9,0.53,Personal,0
CUST000027,23,Male,South,Single,High School,Self-Employed,7.58,692,31,5,24.73,8.16,11.16,7,1.84,Education,0
CUST000028,53,Male,South,Single,High School,Salaried,14.09,621,28,1,49.51,17.44,20.61,9,9.54,Home,0
CUST000029,27,Male,North,Single,High School,Business,19.19,680,0,5,48.77,12.48,12.01,1,12.55,Personal,0
CUST000030,52,Female,West,Married,Bachelor,Self-Employed,9.57,686,24,1,34.85,20.49,6.49,3,0,Personal,0
CUST000031,26,Male,West,Single,Bachelor,Student,13.77,529,32,4,19.93,14.62,19.47,3,11.11,Home,1
CUST000032,50,Female,East,Single,PhD,Student,22.72,730,15,4,58.32,4.54,17.9,9,0,Business,0
CUST000033,57,Male,North,Single,Master,Student,20.91,625,0,1,55.34,2.61,7.5,8,5.94,Home,0
CUST000034,60,Male,South,Single,Bachelor,Student,12.92,726,4,5,45.15,15.69,8.54,5,4.44,Business,0
CUST000035,49,Female,West,Single,High School,Self-Employed,10.81,829,25,1,32.04,4.64,12.94,6,7.37,Business,0
CUST000036,30,Male,North,Married,Bachelor,Salaried,12.01,740,4,4,13.96,16.59,6.42,3,4.4,Car,0
CUST000037,44,Female,West,Single,PhD,Self-Employed,15.75,824,32,0,49.62,18.57,19.13,7,14.82,Home,0
CUST000038,30,Female,North,Married,Master,Student,8.66,610,11,5,6,17.25,7.14,7,4.26,Business,0
CUST000039,49,Female,West,Single,Bachelor,Self-Employed,9.05,747,3,1,43.32,22.2,17.76,4,9.84,Education,0
CUST000040,56,Male,North,Married,High School,Business,14.76,623,34,0,45.24,12.06,15.29,6,4.71,Home,0
CUST000041,52,Male,North,Single,Bachelor,Salaried,10.91,767,12,0,18.1,20.06,13.94,8,0,Home,0
CUST000042,42,Male,West,Single,Bachelor,Salaried,9.05,656,11,4,54.8,12.83,21.2,3,4.32,Personal,0
CUST000043,39,Male,West,Married,Master,Business,7.73,678,4,2,38.13,3.47,21.14,8,9.62,Car,0
CUST000044,59,Male,East,Married,Bachelor,Student,11.94,608,13,1,29.28,12.53,7.87,8,12.82,Education,0
CUST000045,30,Female,North,Single,PhD,Salaried,12.45,686,6,5,43.55,11.23,7.36,2,9.39,Personal,0
CUST000046,28,Male,South,Single,Bachelor,Business,4.76,567,16,0,37.55,25.61,13.71,5,2.27,Education,0
CUST000047,59,Male,East,Married,Bachelor,Business,16.29,667,2,4,5.62,9.54,7.9,8,7.71,Business,0
CUST000048,59,Male,East,Single,Bachelor,Salaried,14.6,802,24,0,17.3,15.56,21.89,4,13.9,Education,1
CUST000049,56,Male,South,Single,Master,Business,14.37,684,17,0,16.92,7.82,17.79,9,17.15,Personal,0
CUST000050,52,Female,South,Single,PhD,Business,11.28,631,23,3,23.46,18.7,12.21,1,1.75,Education,0
CUST000051,48,Male,West,Married,High School,Business,2.44,708,19,4,42.66,20.94,12.69,7,16.86,Home,0
CUST000052,50,Male,East,Married,PhD,Self-Employed,11.63,657,0,1,59.3,17.36,12.09,5,1.42,Personal,0
CUST000053,47,Male,North,Single,Bachelor,Salaried,8.53,688,34,0,5.75,16.75,14.55,4,5.09,Personal,1
CUST000054,58,Female,South,Married,Bachelor,Student,12.83,744,9,1,25.78,9.08,10.02,3,4.1,Home,0
CUST000055,21,Female,North,Single,Bachelor,Business,17.3,803,27,1,32.4,25.2,10.92,0,7.45,Car,1
CUST000056,25,Female,West,Single,Bachelor,Self-Employed,9.18,883,22,4,39.12,7.28,8.18,1,12.12,Car,0
CUST000057,58,Female,North,Single,Master,Self-Employed,20.05,781,14,2,10.01,17.88,13.21,6,18.31,Business,1
CUST000058,37,Female,South,Married,PhD,Salaried,11.93,743,19,4,58.9,1,16.13,2,7.47,Home,0
CUST000059,43,Male,South,Single,Master,Student,13.83,604,3,0,54.32,31.44,8.76,9,6.08,Education,0
CUST000060,39,Male,North,Married,PhD,Self-Employed,9.48,763,21,4,35.18,1,20.31,0,11.08,Education,1
CUST000061,34,Male,East,Married,PhD,Business,5.91,587,25,0,31.46,15.98,8.51,0,19.84,Personal,1
CUST000062,46,Male,North,Married,Bachelor,Business,12.89,682,21,5,39,9.99,17.96,7,0,Personal,0
CUST000063,27,Male,North,Married,Master,Student,16.33,717,17,1,24.48,8.03,17.8,9,6.64,Education,0
CUST000064,59,Male,West,Married,Master,Self-Employed,6.69,627,25,5,11.59,16.75,16.87,2,13.46,Home,1
CUST000065,38,Male,South,Married,PhD,Business,12.39,611,33,0,36.05,2.82,20.39,1,1.18,Home,1
CUST000066,26,Female,North,Married,Master,Business,5.01,725,21,4,13.41,9.79,8.99,7,5.08,Business,0
CUST000067,29,Female,East,Married,Bachelor,Self-Employed,12.24,613,23,5,26.88,10.39,8.73,2,12.53,Business,1
CUST000068,22,Male,East,Married,High School,Student,22.22,809,4,5,58.24,7.72,17.78,0,11.83,Education,0
CUST000069,46,Male,West,Married,PhD,Business,10.93,691,10,3,22.64,1.16,13.27,4,15.45,Business,0
CUST000070,43,Male,West,Married,High School,Self-Employed,5,698,1,3,19.01,23.85,15.53,7,12.63,Education,0
CUST000071,58,Male,South,Single,Bachelor,Business,3.15,597,4,5,46.03,20.47,21.85,1,7.13,Car,0
CUST000072,32,Male,North,Single,PhD,Self-Employed,15.34,664,21,3,51.3,17.7,9.23,2,5.53,Personal,0
CUST000073,41,Female,West,Married,PhD,Self-Employed,9.13,625,13,1,54.93,21.56,16.93,7,0,Business,0
CUST000074,59,Male,South,Single,High School,Salaried,14.76,703,32,0,17.77,13.09,14.7,7,12.94,Business,1
CUST000075,60,Male,West,Married,Bachelor,Salaried,7.58,702,5,2,39.52,8,18.7,0,5.6,Home,0
CUST000076,50,Male,West,Married,PhD,Business,12.91,699,32,4,18.67,27.08,20.03,0,10.41,Personal,1
CUST000077,58,Female,South,Single,PhD,Student,2,734,23,3,26.85,11.45,9.67,1,10.26,Education,0
CUST000078,47,Female,West,Single,Master,Self-Employed,18.93,760,25,2,37.95,5.58,12.78,9,3.92,Business,0
CUST000079,32,Female,South,Single,Master,Business,10.66,644,11,3,36.08,18.85,17.32,9,9.34,Education,0
CUST000080,48,Male,South,Single,PhD,Self-Employed,8.85,665,28,5,56.39,14.28,7.81,4,12.69,Car,0
CUST000081,46,Male,West,Married,Master,Student,24.69,721,20,0,45.93,19.93,15.66,2,4.22,Personal,0
CUST000082,45,Female,North,Single,PhD,Self-Employed,4.22,457,26,0,37.29,18.77,8.65,4,0,Business,0
CUST000083,44,Female,West,Married,Master,Salaried,17.19,624,21,1,5.72,6.86,21.38,0,11.1,Education,1
CUST000084,40,Female,South,Married,Bachelor,Student,8,666,6,0,22.05,4.1,18.8,0,0,Education,0
CUST000085,49,Female,North,Single,Master,Student,24.85,591,17,0,47.65,26.11,13.05,1,0,Business,0
CUST000086,50,Female,South,Single,PhD,Salaried,6.11,696,0,4,9.15,8.37,20.36,1,13.53,Personal,1
CUST000087,53,Male,West,Single,PhD,Self-Employed,16.68,781,0,0,17.21,20.77,6.32,5,1.23,Car,0
CUST000088,57,Female,West,Married,Bachelor,Business,14.5,595,7,1,49.29,15.1,18.91,3,8.37,Business,0
CUST000089,57,Female,West,Single,PhD,Business,10.62,595,17,1,9.7,17.61,12.74,1,0.49,Education,1
CUST000090,21,Female,North,Single,Master,Salaried,9.39,763,1,2,37.47,21.05,12.55,8,0,Car,0
CUST000091,54,Male,North,Single,Bachelor,Self-Employed,10.17,717,21,3,12.71,14.7,20.31,0,14.62,Home,1
CUST000092,37,Male,South,Single,High School,Student,13.54,543,24,0,12.66,4.69,10.36,5,8.6,Personal,1
CUST000093,38,Female,East,Single,Bachelor,Business,18.73,690,33,0,27.29,29.49,7.71,5,7.87,Personal,1
CUST000094,41,Male,East,Married,High School,Salaried,7.51,607,26,1,38.03,6.97,20.63,9,11.06,Education,0
CUST000095,41,Female,South,Married,Bachelor,Salaried,13.92,490,1,3,57.72,13.2,20.65,6,15.25,Home,0
CUST000096,60,Male,North,Single,PhD,Business,7.25,890,23,5,12.43,1,14.64,2,7.26,Education,1
CUST000097,55,Female,North,Married,PhD,Student,13.18,698,33,0,47.4,14.72,17.01,9,18.62,Home,0
CUST000098,45,Female,West,Married,PhD,Self-Employed,15.54,635,29,5,37.46,9.18,20.68,0,6.51,Car,1
CUST000099,30,Female,West,Single,Master,Student,13.09,835,11,5,57.7,20.53,18.14,4,15.72,Education,0
CUST000100,36,Male,East,Married,Bachelor,Student,9.73,730,24,3,17.17,21.55,6.54,4,8.8,Business,1
CUST000101,27,Female,North,Married,Master,Student,14.23,662,22,4,31.08,15.23,11.11,9,8.18,Car,0
CUST000102,59,Male,East,Married,Master,Business,12.48,643,34,3,11.63,16.78,11.44,6,5.13,Education,1
CUST000103,43,Male,South,Married,Bachelor,Salaried,11.07,644,3,4,41.39,16.16,12.83,1,18.28,Business,0
CUST000104,55,Male,West,Single,PhD,Student,12.41,765,31,2,8.85,35.78,10.35,8,4.1,Home,0
CUST000105,30,Female,South,Married,Bachelor,Student,10.67,626,19,4,45.27,14.93,10.75,1,7.19,Education,0
CUST000106,24,Female,East,Married,Master,Student,15.34,809,0,4,59.32,1,16.87,9,0.76,Education,0
CUST000107,57,Female,East,Single,Bachelor,Business,16.92,662,23,2,54.7,13.81,19.41,5,4.04,Home,0
CUST000108,30,Female,North,Married,Bachelor,Self-Employed,11.36,639,2,5,49.04,5.01,14.29,3,11.43,Car,0
CUST000109,55,Female,East,Single,Bachelor,Salaried,15.98,763,23,2,49.87,9.36,14.59,8,3.78,Education,0
CUST000110,24,Female,South,Single,High School,Business,7.8,693,2,2,12.12,17.29,16.48,4,10.01,Personal,0
CUST000111,31,Female,North,Married,Master,Salaried,11.12,616,14,5,19.29,14.73,7.3,4,18.77,Car,1
CUST000112,33,Male,North,Married,PhD,Business,11.92,775,31,5,37.58,11.08,16.85,0,14.26,Business,1
CUST000113,26,Female,South,Single,Master,Salaried,17.51,685,27,0,13.65,11.28,9.82,4,2.3,Business,1
CUST000114,56,Male,West,Single,High School,Student,18.91,731,6,4,53.45,13.66,11.36,6,8.88,Personal,0
CUST000115,51,Male,South,Single,High School,Business,7.95,748,1,4,38.93,15.2,10.16,7,8.54,Car,0
CUST000116,55,Female,South,Married,PhD,Student,10.05,626,6,1,28.77,12.19,8.87,4,14.64,Business,0
CUST000117,49,Female,East,Single,High School,Salaried,9.22,719,3,2,14.15,21.02,13.58,5,13.86,Car,0
CUST000118,46,Female,North,Single,Bachelor,Self-Employed,22.1,620,11,4,6.22,13.95,18.33,9,0,Car,0
CUST000119,43,Male,North,Married,PhD,Student,3.5,647,28,3,28.44,5.16,18.72,3,6.93,Personal,0
CUST000120,52,Female,North,Married,Master,Self-Employed,13.22,634,21,2,20.03,20.2,12.72,3,7.4,Education,1
CUST000121,26,Male,South,Single,Bachelor,Business,10.28,803,0,1,54.18,9.31,6.5,8,3.99,Business,0
CUST000122,44,Male,South,Single,Bachelor,Business,16.75,652,15,2,58.25,17.16,18.43,1,6.62,Home,0
CUST000123,27,Male,East,Married,PhD,Business,7.28,705,23,3,58.21,13.71,6.02,6,0,Home,0
CUST000124,37,Female,West,Single,PhD,Business,4.87,728,8,5,17.4,18.56,11.21,1,2.03,Business,0
CUST000125,44,Male,West,Single,Master,Business,13.48,676,16,4,8.98,11.38,15.6,8,0,Home,0
CUST000126,53,Male,North,Married,High School,Business,16.7,747,16,3,59.27,14.97,15.89,3,1.05,Car,0
CUST000127,53,Female,East,Single,PhD,Self-Employed,10.9,682,32,1,34.38,11.23,11.15,5,14.45,Business,0
CUST000128,59,Female,East,Single,Master,Student,15.16,601,14,1,7.27,17.82,7.99,5,8.8,Education,1
CUST000129,29,Male,East,Married,PhD,Student,21.06,708,7,1,39.39,19.14,13.75,3,15.85,Education,0
CUST000130,36,Male,West,Married,Master,Salaried,18.59,695,25,2,7.24,13.22,17.6,6,0.71,Education,1
CUST000131,32,Male,West,Single,PhD,Salaried,6.84,637,31,2,13.89,19.05,13.89,9,0,Business,0
CUST000132,55,Male,East,Single,PhD,Student,9.94,567,14,0,51.22,24.05,16.06,3,6.35,Home,0
CUST000133,44,Female,South,Single,PhD,Business,16.76,900,33,3,53.04,13.62,10.43,2,13.3,Business,0
CUST000134,32,Male,South,Single,Master,Self-Employed,8.64,497,20,0,12.24,18.95,8.87,1,9.56,Personal,1
CUST000135,57,Female,North,Single,High School,Self-Employed,11.87,773,13,0,41.44,17.15,10.99,1,3.72,Business,0
CUST000136,55,Male,West,Married,Master,Business,5.53,772,11,3,58.34,2.55,7.18,9,6.37,Business,0
CUST000137,49,Female,South,Single,Bachelor,Student,16.98,640,0,4,18.68,27.01,8.67,3,13.1,Business,0
CUST000138,48,Male,North,Married,PhD,Business,10.39,846,27,5,16.32,12.38,6.91,4,4.69,Education,1
CUST000139,40,Male,East,Married,PhD,Business,12.75,641,34,5,14.9,28.73,12.36,1,12.63,Car,1
CUST000140,44,Female,East,Married,PhD,Business,4.28,720,22,3,34.27,9.14,9.01,6,11.03,Business,0
CUST000141,28,Male,South,Single,Bachelor,Student,9.71,632,21,1,41.39,14.59,6.28,1,9.18,Business,0
CUST000142,37,Female,West,Married,PhD,Student,12.92,693,11,2,56.2,23.84,9.45,4,15.12,Car,0
CUST000143,25,Male,South,Single,High School,Business,2.75,755,1,1,38.27,21.42,21.89,8,5.61,Business,0
CUST000144,33,Female,North,Single,PhD,Self-Employed,8.98,653,33,4,47.09,14.11,20.42,8,12.61,Car,0
CUST000145,43,Female,East,Married,PhD,Business,18.45,659,23,5,34.95,4.78,17.13,8,0,Home,0
CUST000146,53,Female,East,Single,High School,Student,8.81,574,25,2,38.19,23.72,13.42,2,17.2,Personal,0
CUST000147,41,Male,East,Single,High School,Self-Employed,12.3,770,5,3,6.41,5.75,12.38,4,0,Business,1
CUST000148,35,Male,West,Single,Master,Self-Employed,23.64,738,22,5,46.08,16.44,19.16,6,18.92,Home,0
CUST000149,36,Female,North,Married,Master,Business,15.79,702,24,3,55.99,8.97,13.77,4,6.32,Education,0
CUST000150,47,Male,South,Single,Bachelor,Student,12.29,741,7,1,38.57,7.08,12.62,8,13.64,Car,0
CUST000151,50,Male,West,Single,PhD,Self-Employed,14.75,602,9,4,15.15,22.59,8.96,7,4.03,Personal,0
CUST000152,56,Male,West,Single,PhD,Business,7.89,667,0,3,7.39,18.78,15.63,5,8.84,Education,0
CUST000153,41,Female,East,Married,High School,Self-Employed,10.58,712,8,1,14.61,20.92,18.32,0,6.48,Business,1
CUST000154,46,Female,West,Single,PhD,Business,7.71,595,23,2,51.81,23.23,18.27,9,11.42,Education,0
CUST000155,53,Female,West,Married,Bachelor,Salaried,6.29,659,34,3,52.45,13.52,6.38,2,7.22,Business,0
CUST000156,48,Female,East,Single,PhD,Salaried,14.79,584,8,5,39.76,20.34,16.81,9,0,Education,0
CUST000157,59,Male,West,Married,Bachelor,Business,17.21,638,3,1,23.55,16.35,10.24,4,9.51,Personal,0
CUST000158,53,Male,South,Single,Bachelor,Business,3.84,806,32,2,23.9,6.82,19.31,4,20.48,Home,1
CUST000159,47,Female,West,Single,Master,Salaried,5.27,745,7,1,42.41,13.03,9.05,1,0,Car,0
CUST000160,43,Female,East,Single,Bachelor,Student,4.5,573,34,1,29.55,21.95,7.42,4,0,Car,0
CUST000161,33,Female,East,Married,Master,Self-Employed,18.56,735,15,1,10.32,27.67,11.56,7,6.16,Business,0
CUST000162,40,Female,North,Single,High School,Student,2,640,22,3,58.58,8.97,16.74,3,12.74,Car,0
CUST000163,26,Female,East,Married,PhD,Salaried,16.07,625,31,0,38.47,5.09,7.01,3,8.15,Home,1
CUST000164,53,Male,West,Married,Master,Business,8.59,586,20,1,56.53,1,12.35,6,11.05,Personal,0
CUST000165,46,Female,North,Married,PhD,Self-Employed,13.94,879,34,5,32.33,15.65,12.09,7,7.41,Home,0
CUST000166,50,Male,North,Single,Master,Student,8.48,714,6,3,50.03,11.53,21.32,1,4.74,Business,0
CUST000167,30,Male,North,Single,Master,Salaried,10.87,695,32,3,38.35,10.87,21.24,5,13.59,Business,0
CUST000168,45,Male,South,Married,PhD,Self-Employed,8,708,20,1,32.84,14.14,18.43,3,7.59,Business,0
CUST000169,38,Female,South,Married,High School,Student,15.63,643,31,4,5.97,1.75,12.18,4,15.54,Business,1
CUST000170,39,Female,North,Married,Bachelor,Business,9.19,631,10,1,8.18,10.49,7.94,2,5.53,Business,1
CUST000171,27,Male,East,Married,Master,Salaried,10.06,693,3,3,59.82,18.5,10.9,3,15.14,Personal,0
CUST000172,56,Male,West,Married,Bachelor,Business,2,754,34,2,27.78,19.33,18.31,6,12.55,Home,0
CUST000173,22,Male,South,Single,High School,Salaried,10.84,596,14,4,46.82,15.87,9.44,4,1.29,Education,0
CUST000174,46,Male,South,Single,Bachelor,Salaried,7.03,677,10,4,51.44,14.78,8.4,3,2.4,Personal,0
CUST000175,38,Male,East,Single,High School,Self-Employed,2,644,28,5,26.58,17.33,21.09,1,3.62,Education,0
CUST000176,49,Male,East,Single,High School,Self-Employed,13.63,666,20,3,40.05,20.94,16.19,0,9.8,Home,0
CUST000177,43,Male,East,Single,Master,Self-Employed,6.04,685,31,3,33.17,13.17,7.36,0,8.54,Home,1
CUST000178,44,Female,North,Single,PhD,Self-Employed,2,694,30,5,59.54,10.11,12.59,4,15.17,Personal,0
CUST000179,50,Male,West,Single,Master,Student,8.01,668,27,0,21.25,19.86,12.11,1,15.87,Personal,1
CUST000180,23,Female,South,Single,Master,Salaried,13.41,605,13,0,40.41,10.33,21.5,4,8.23,Business,0
CUST000181,56,Male,West,Married,PhD,Student,19.28,823,30,3,13.62,8.37,12.02,9,9.21,Home,1
CUST000182,45,Female,North,Single,Master,Salaried,9.44,619,19,4,42.18,12.43,21.88,9,7.98,Personal,0
CUST000183,52,Male,South,Married,Master,Business,15.73,651,11,0,34.92,5.07,21.65,7,11.63,Business,0
CUST000184,27,Female,West,Single,High School,Salaried,17.62,616,24,5,34.68,10.68,16.96,3,9.88,Personal,1
CUST000185,47,Female,West,Married,PhD,Self-Employed,11.93,722,22,3,45.3,33.4,14.13,5,14.45,Education,0
CUST000186,39,Female,West,Married,Master,Salaried,17.01,696,7,1,35.69,19.77,20.1,3,12.62,Business,0
CUST000187,60,Female,East,Single,PhD,Self-Employed,13.23,664,33,2,22.1,21.07,15.84,1,11.5,Home,1
CUST000188,33,Male,North,Single,High School,Student,20.19,890,25,1,6.94,8.72,21.33,8,11.89,Education,1
CUST000189,40,Male,East,Married,PhD,Salaried,7.56,645,5,2,59.8,8.46,17.55,7,0,Education,0
CUST000190,55,Male,East,Single,Master,Business,13.97,609,20,1,39.08,24.33,7.49,6,4.56,Home,0
CUST000191,27,Male,West,Married,High School,Self-Employed,23.07,656,23,4,36.9,29.89,15.66,1,19.32,Education,1
CUST000192,50,Male,East,Single,PhD,Self-Employed,8.88,746,18,0,40.01,18.64,17.93,9,3.1,Personal,0
CUST000193,58,Female,North,Married,Master,Self-Employed,14.77,640,18,4,13.11,9.27,7.42,3,0,Education,1
CUST000194,48,Female,North,Married,Bachelor,Self-Employed,12.95,726,16,5,39.99,12.2,12.56,6,9.57,Personal,0
CUST000195,29,Male,South,Single,High School,Salaried,13.78,683,2,4,43.51,28.5,17.16,2,18.04,Personal,0
CUST000196,39,Female,West,Married,Master,Student,9.67,552,4,4,30.4,1,21,3,3.2,Car,0
CUST000197,26,Female,East,Single,High School,Salaried,9.57,691,34,0,47.91,11.29,12.38,3,5.92,Car,0
CUST000198,44,Male,North,Married,PhD,Business,10.4,678,23,3,7.45,22.09,21.6,5,3.84,Business,1
CUST000199,51,Female,West,Single,Bachelor,Business,19.46,658,8,4,51.92,16.03,14.99,4,5.07,Personal,0
CUST000200,24,Female,West,Married,Master,Salaried,17.36,621,5,1,45.28,6.5,20.11,4,8.83,Personal,0
CUST000201,46,Female,North,Single,PhD,Self-Employed,4.19,637,20,1,12.97,8.3,11.41,2,11.66,Personal,1
CUST000202,45,Male,South,Married,Bachelor,Business,8.96,810,6,5,35.87,6.87,19.76,9,8.37,Car,0
CUST000203,59,Female,East,Married,High School,Salaried,13.9,824,5,5,30.21,4.87,21.13,8,7.65,Business,0
CUST000204,22,Male,South,Married,Bachelor,Student,20.16,659,11,5,49.35,9.82,18.58,6,7.65,Personal,0
CUST000205,41,Male,West,Married,PhD,Salaried,9.59,603,21,4,41.28,11.02,21.15,7,3.87,Home,0
CUST000206,48,Male,East,Married,PhD,Student,11.69,621,7,3,34.63,7.21,16.51,8,7.97,Business,0
CUST000207,39,Male,West,Married,Master,Salaried,5.21,658,11,1,10.17,25.17,10.42,7,3.76,Car,0
CUST000208,29,Female,North,Married,High School,Student,15.83,664,17,1,29.62,5.17,15.82,2,9.28,Car,1
CUST000209,47,Female,North,Single,Master,Student,10.33,647,7,4,45.29,10.59,18.78,5,13.67,Education,0
CUST000210,39,Female,South,Single,High School,Salaried,12.96,699,15,0,27.98,6.5,20.11,6,10.57,Personal,0
CUST000211,47,Female,East,Single,Bachelor,Self-Employed,8.98,702,3,0,50.26,10.81,21.58,8,0.46,Home,0
CUST000212,58,Female,South,Single,Bachelor,Self-Employed,21.04,708,10,1,50.19,1,13.91,2,4.35,Home,0
CUST000213,32,Female,West,Single,Master,Student,7,639,20,3,50.43,13.09,8.27,8,5.8,Education,0
CUST000214,38,Female,North,Married,PhD,Student,15.82,780,21,0,51.28,18.23,16.15,3,7.85,Education,0
CUST000215,36,Male,East,Married,Master,Salaried,10.41,625,27,5,52.07,19.69,10.47,2,5.15,Business,0
CUST000216,24,Male,North,Single,Master,Business,10.32,714,14,4,6.83,23.23,21.01,0,0.1,Home,1
CUST000217,59,Female,West,Single,PhD,Salaried,13.41,739,5,2,5.01,11.97,12.07,3,1.17,Personal,1
CUST000218,28,Female,West,Single,High School,Self-Employed,10.81,598,13,2,28.24,13.23,19.73,2,10.53,Business,0
CUST000219,23,Female,North,Married,High School,Self-Employed,15.69,729,19,4,57.95,7.52,19.27,2,14.52,Car,0
CUST000220,34,Female,South,Married,Master,Business,10.1,657,16,5,7.54,1.4,19.19,4,11.17,Education,1
CUST000221,55,Female,East,Married,Master,Salaried,15.73,609,3,2,54.66,18.43,15.49,8,13.39,Home,0
CUST000222,36,Male,West,Single,Master,Business,15.67,628,29,3,37.05,9.13,19.3,2,8.22,Personal,1
CUST000223,53,Female,North,Married,Master,Self-Employed,12.91,816,8,3,52.77,6.04,11.45,3,7.34,Education,0
CUST000224,49,Male,North,Single,PhD,Business,19.16,658,3,3,10.73,12.95,16.44,1,0,Education,1
CUST000225,44,Male,West,Married,High School,Business,19.4,728,0,5,8.9,9.06,13.56,9,0.08,Education,0
CUST000226,47,Male,South,Single,PhD,Business,9.85,624,0,0,23.22,3.75,15.77,3,7.5,Car,0
CUST000227,33,Male,South,Single,Master,Salaried,17.8,689,7,2,51.42,12.52,13.02,9,0,Home,0
CUST000228,29,Female,South,Single,Bachelor,Student,9.1,748,16,4,23.99,23.61,13.9,2,8.13,Car,0
CUST000229,31,Male,West,Single,PhD,Salaried,10,627,0,3,45.14,17.75,10.13,0,12.61,Education,0
CUST000230,46,Female,East,Single,Bachelor,Student,12.72,630,17,1,11.3,8.34,11.9,2,0,Personal,1
CUST000231,48,Female,West,Married,Master,Self-Employed,16.6,689,11,1,22.66,10.79,16.34,9,17.03,Personal,0
CUST000232,22,Female,East,Single,PhD,Student,13.16,753,13,1,12.64,18.61,17.86,5,1.55,Car,0
CUST000233,23,Male,East,Single,PhD,Salaried,6.28,688,16,0,28.21,13.97,15.24,9,0,Education,0
CUST000234,57,Male,East,Married,Bachelor,Salaried,12.8,597,30,0,45.1,22.76,17.08,1,10.56,Education,0
CUST000235,56,Male,West,Married,Bachelor,Salaried,6.03,753,29,3,17.45,7.57,15.27,8,0,Business,0
CUST000236,43,Male,West,Married,PhD,Salaried,15.97,540,32,1,14.18,6.15,20.24,0,6.71,Personal,1
CUST000237,40,Male,West,Single,Master,Salaried,13.14,510,17,3,5.37,25.19,15.54,0,5.01,Car,1
CUST000238,58,Female,North,Single,Bachelor,Business,12.54,775,11,5,29.97,8.52,13.77,7,10.54,Car,0
CUST000239,44,Female,West,Single,PhD,Self-Employed,14.73,680,3,1,7.14,14.29,8.56,1,5.78,Business,1
CUST000240,26,Male,North,Married,Bachelor,Business,10.71,807,29,1,54.5,20.58,15.65,8,6,Car,0
